OrderDate,Month,Year,ProductName,SubcategoryName,CategoryName,ProductColor,ProductSize,ProductStyle,ProductCost,ProductPrice,Prefix,FirstName,LastName,Age,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,HomeOwner,Occupation,Region,Country,Continent,OrderQuantity,OrderQuantity_MA3,OrderQuantity_MA6,OrderQuantity_pct_change
2017-06-17,6,2017,LL Road Tire,Tires and Tubes,Accessories,Black,0,0,8.0373,21.49,MR.,DEVIN,MITCHELL,50,M,M,10000.0,3,High School,Y,Manual,Germany,Germany,Europe,2,2.3333333333333335,2.0,0.0
2017-06-17,6,2017,"Sport-100 Helmet, Red",Helmets,Accessories,Red,0,0,13.0863,34.99,MR.,DEVIN,MITCHELL,50,M,M,10000.0,3,High School,Y,Manual,Germany,Germany,Europe,1,1.6666666666666667,1.8333333333333333,-0.5
2017-06-17,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MR.,DONALD,ARUN,55,S,M,20000.0,1,Graduate Degree,Y,Manual,United Kingdom,United Kingdom,Europe,3,2.0,2.0,2.0
2017-06-17,6,2017,"Road-350-W Yellow, 42",Road Bikes,Bikes,Yellow,42,W,1082.51,1700.99,MR.,CODY,COOPER,71,M,M,30000.0,2,Partial College,N,Clerical,Australia,Australia,Pacific,1,1.6666666666666667,2.0,-0.6666666666666667
2017-06-17,6,2017,"Sport-100 Helmet, Red",Helmets,Accessories,Red,0,0,13.0863,34.99,MR.,DONALD,ARUN,55,S,M,20000.0,1,Graduate Degree,Y,Manual,United Kingdom,United Kingdom,Europe,1,1.6666666666666667,1.6666666666666667,0.0
2017-06-17,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MR.,CODY,COOPER,71,M,M,30000.0,2,Partial College,N,Clerical,Australia,Australia,Pacific,1,1.0,1.5,0.0
2017-06-17,6,2017,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,Silver,40,W,419.7784,769.49,MRS.,CASEY,CHANDER,59,S,F,30000.0,1,Bachelors,Y,Clerical,United Kingdom,United Kingdom,Europe,1,1.0,1.3333333333333333,0.0
2017-06-17,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MR.,JORGE,LIU,68,M,M,160000.0,4,High School,Y,Management,United Kingdom,United Kingdom,Europe,2,1.3333333333333333,1.5,1.0
2017-06-17,6,2017,Road Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.4923,3.99,MS.,ALISHA,GAO,39,S,F,30000.0,0,High School,Y,Manual,Germany,Germany,Europe,2,1.6666666666666667,1.3333333333333333,0.0
2017-06-17,6,2017,"Sport-100 Helmet, Red",Helmets,Accessories,Red,0,0,13.0863,34.99,MS.,ALISHA,GAO,39,S,F,30000.0,0,High School,Y,Manual,Germany,Germany,Europe,1,1.6666666666666667,1.3333333333333333,-0.5
2017-06-17,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MS.,ALLISON,WRIGHT,50,S,F,40000.0,0,Bachelors,N,Professional,Northwest,United States,North America,2,1.6666666666666667,1.5,1.0
2017-06-17,6,2017,LL Mountain Tire,Tires and Tubes,Accessories,Black,0,0,9.3463,24.99,MRS.,ANA,PERRY,67,M,F,40000.0,2,Partial High School,Y,Skilled Manual,Canada,Canada,North America,2,1.6666666666666667,1.6666666666666667,0.0
2017-06-17,6,2017,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,U,9.7136,23.5481,MR.,ANDRES,RAJI,47,M,M,90000.0,2,Bachelors,Y,Professional,Australia,Australia,Pacific,2,2.0,1.8333333333333333,0.0
2017-06-17,6,2017,"Sport-100 Helmet, Black",Helmets,Accessories,Black,0,0,12.0278,33.6442,MR.,ANDRES,RAJI,47,M,M,90000.0,2,Bachelors,Y,Professional,Australia,Australia,Pacific,1,1.6666666666666667,1.6666666666666667,-0.5
2017-06-17,6,2017,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,Yellow,60,U,1481.9379,2384.07,MR.,ANDRES,RAJI,47,M,M,90000.0,2,Bachelors,Y,Professional,Australia,Australia,Pacific,1,1.3333333333333333,1.5,0.0
2017-06-17,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MRS.,BONNIE,LUO,53,S,F,20000.0,3,High School,Y,Manual,United Kingdom,United Kingdom,Europe,1,1.0,1.5,0.0
2017-06-17,6,2017,"Mountain-500 Black, 42",Mountain Bikes,Bikes,Black,42,U,294.5797,539.99,MRS.,BONNIE,LUO,53,S,F,20000.0,3,High School,Y,Manual,United Kingdom,United Kingdom,Europe,1,1.0,1.3333333333333333,0.0
2017-06-17,6,2017,Road Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.4923,3.99,MR.,BRUCE,FERNANDEZ,43,S,M,10000.0,0,Partial High School,Y,Manual,United Kingdom,United Kingdom,Europe,2,1.3333333333333333,1.3333333333333333,1.0
2017-06-17,6,2017,"Sport-100 Helmet, Red",Helmets,Accessories,Red,0,0,13.0863,34.99,MR.,BRUCE,FERNANDEZ,43,S,M,10000.0,0,Partial High School,Y,Manual,United Kingdom,United Kingdom,Europe,1,1.3333333333333333,1.1666666666666667,-0.5
2017-06-17,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MR.,BRUCE,DOMINGUEZ,44,M,M,40000.0,1,Bachelors,Y,Skilled Manual,Germany,Germany,Europe,2,1.6666666666666667,1.3333333333333333,1.0
2017-06-17,6,2017,"Sport-100 Helmet, Red",Helmets,Accessories,Red,0,0,13.0863,34.99,MR.,BRUCE,DOMINGUEZ,44,M,M,40000.0,1,Bachelors,Y,Skilled Manual,Germany,Germany,Europe,1,1.3333333333333333,1.3333333333333333,-0.5
2017-06-17,6,2017,"Road-550-W Yellow, 42",Road Bikes,Bikes,Yellow,42,W,605.6492,1000.4375,MR.,BRUCE,DOMINGUEZ,44,M,M,40000.0,1,Bachelors,Y,Skilled Manual,Germany,Germany,Europe,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-17,6,2017,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,U,9.7136,23.5481,MR.,BRYCE,PETERSON,47,M,M,70000.0,4,Graduate Degree,Y,Professional,Southwest,United States,North America,2,1.3333333333333333,1.5,1.0
2017-06-17,6,2017,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,Silver,38,U,1117.8559,2071.4196,MR.,BRYCE,PETERSON,47,M,M,70000.0,4,Graduate Degree,Y,Professional,Southwest,United States,North America,1,1.3333333333333333,1.3333333333333333,-0.5
2017-06-17,6,2017,HL Mountain Tire,Tires and Tubes,Accessories,Black,0,0,13.09,35.0,MR.,BRYCE,PETERSON,47,M,M,70000.0,4,Graduate Degree,Y,Professional,Southwest,United States,North America,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-17,6,2017,"Road-550-W Yellow, 42",Road Bikes,Bikes,Yellow,42,W,605.6492,1000.4375,MRS.,CARMEN,KIM,54,M,F,40000.0,1,Bachelors,Y,Skilled Manual,United Kingdom,United Kingdom,Europe,1,1.0,1.1666666666666667,0.0
2017-06-17,6,2017,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,Yellow,L,U,41.5723,53.99,MRS.,CARMEN,KIM,54,M,F,40000.0,1,Bachelors,Y,Skilled Manual,United Kingdom,United Kingdom,Europe,1,1.0,1.1666666666666667,0.0
2017-06-17,6,2017,Mountain Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.7363,9.99,MRS.,CASEY,CHANDER,59,S,F,30000.0,1,Bachelors,Y,Clerical,United Kingdom,United Kingdom,Europe,3,1.6666666666666667,1.5,2.0
2017-06-17,6,2017,"Half-Finger Gloves, S",Gloves,Clothing,Black,S,U,9.7136,23.5481,MRS.,CASEY,CHANDER,59,S,F,30000.0,1,Bachelors,Y,Clerical,United Kingdom,United Kingdom,Europe,2,2.0,1.5,-0.33333333333333337
2017-06-17,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MRS.,CASEY,CHANDER,59,S,F,30000.0,1,Bachelors,Y,Clerical,United Kingdom,United Kingdom,Europe,2,2.3333333333333335,1.6666666666666667,0.0
2017-06-17,6,2017,"Road-750 Black, 48",Road Bikes,Bikes,Black,48,U,343.6496,539.99,MR.,CEDRIC,GUO,66,M,M,20000.0,2,Partial High School,Y,Clerical,Australia,Australia,Pacific,1,1.6666666666666667,1.6666666666666667,-0.5
2017-06-17,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MS.,DONNA,RAJE,43,S,F,80000.0,0,Bachelors,Y,Professional,Australia,Australia,Pacific,3,2.0,2.0,2.0
2017-06-17,6,2017,Road Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.3623,8.99,MR.,BRUCE,DOMINGUEZ,44,M,M,40000.0,1,Bachelors,Y,Skilled Manual,Germany,Germany,Europe,2,2.0,2.1666666666666665,-0.33333333333333337
2017-06-17,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MR.,ERICK,PEREZ,69,S,M,30000.0,4,High School,N,Professional,Southwest,United States,North America,2,2.3333333333333335,2.0,0.0
2017-06-17,6,2017,"Sport-100 Helmet, Red",Helmets,Accessories,Red,0,0,13.0863,34.99,MR.,IAN,ALEXANDER,58,S,M,40000.0,2,Partial College,Y,Clerical,Southwest,United States,North America,1,1.6666666666666667,1.8333333333333333,-0.5
2017-06-17,6,2017,"Touring-2000 Blue, 54",Touring Bikes,Bikes,Blue,54,U,755.1508,1214.85,MR.,IAN,ALEXANDER,58,S,M,40000.0,2,Partial College,Y,Clerical,Southwest,United States,North America,1,1.3333333333333333,1.6666666666666667,0.0
2017-06-17,6,2017,ML Mountain Tire,Tires and Tubes,Accessories,Black,0,0,11.2163,29.99,MS.,ISABELLE,DIAZ,44,M,F,40000.0,0,Graduate Degree,Y,Skilled Manual,Northwest,United States,North America,3,1.6666666666666667,2.0,2.0
2017-06-17,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MS.,ISABELLE,DIAZ,44,M,F,40000.0,0,Graduate Degree,Y,Skilled Manual,Northwest,United States,North America,2,2.0,1.8333333333333333,-0.33333333333333337
2017-06-17,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MS.,ISABELLE,DIAZ,44,M,F,40000.0,0,Graduate Degree,Y,Skilled Manual,Northwest,United States,North America,2,2.3333333333333335,1.8333333333333333,0.0
2017-06-17,6,2017,"Sport-100 Helmet, Black",Helmets,Accessories,Black,0,0,12.0278,33.6442,MR.,JACOB,WALKER,65,S,M,70000.0,2,High School,N,Professional,Canada,Canada,North America,1,1.6666666666666667,1.6666666666666667,-0.5
2017-06-17,6,2017,"Road-750 Black, 58",Road Bikes,Bikes,Black,58,U,343.6496,539.99,MR.,JACOB,WALKER,65,S,M,70000.0,2,High School,N,Professional,Canada,Canada,North America,1,1.3333333333333333,1.6666666666666667,0.0
2017-06-17,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MRS.,JADE,BROOKS,45,M,F,60000.0,1,Graduate Degree,Y,Professional,Southwest,United States,North America,2,1.3333333333333333,1.8333333333333333,1.0
2017-06-17,6,2017,ML Road Tire,Tires and Tubes,Accessories,Black,0,0,9.3463,24.99,MRS.,JADE,BROOKS,45,M,F,60000.0,1,Graduate Degree,Y,Professional,Southwest,United States,North America,2,1.6666666666666667,1.6666666666666667,0.0
2017-06-17,6,2017,"Road-350-W Yellow, 42",Road Bikes,Bikes,Yellow,42,W,1082.51,1700.99,MRS.,JADE,BROOKS,45,M,F,60000.0,1,Graduate Degree,Y,Professional,Southwest,United States,North America,1,1.6666666666666667,1.5,-0.5
2017-06-17,6,2017,Touring Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MR.,JAMES,JACKSON,47,M,M,40000.0,1,Bachelors,Y,Skilled Manual,Southwest,United States,North America,2,1.6666666666666667,1.5,1.0
2017-06-17,6,2017,"Sport-100 Helmet, Black",Helmets,Accessories,Black,0,0,12.0278,33.6442,MR.,JAMES,JACKSON,47,M,M,40000.0,1,Bachelors,Y,Skilled Manual,Southwest,United States,North America,1,1.3333333333333333,1.5,-0.5
2017-06-17,6,2017,"Half-Finger Gloves, M",Gloves,Clothing,Black,M,U,9.7136,23.5481,MR.,JAMES,JACKSON,47,M,M,40000.0,1,Bachelors,Y,Skilled Manual,Southwest,United States,North America,1,1.3333333333333333,1.5,0.0
2017-06-17,6,2017,Touring Tire,Tires and Tubes,Accessories,Black,0,0,10.8423,28.99,MR.,JAMES,JACKSON,47,M,M,40000.0,1,Bachelors,Y,Skilled Manual,Southwest,United States,North America,1,1.0,1.3333333333333333,0.0
2017-06-17,6,2017,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,Silver,48,U,308.2179,564.99,MRS.,JENNA,KING,48,M,F,80000.0,3,Graduate Degree,Y,Professional,Southwest,United States,North America,1,1.0,1.1666666666666667,0.0
2017-06-17,6,2017,AWC Logo Cap,Caps,Clothing,Multi,0,U,5.7052,8.6442,MS.,JENNIFER,MITCHELL,42,M,F,40000.0,0,High School,Y,Skilled Manual,Southwest,United States,North America,2,1.3333333333333333,1.3333333333333333,1.0
2017-06-17,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MS.,JENNIFER,MITCHELL,42,M,F,40000.0,0,High School,Y,Skilled Manual,Southwest,United States,North America,2,1.6666666666666667,1.3333333333333333,0.0
2017-06-17,6,2017,"Women's Mountain Shorts, M",Shorts,Clothing,Black,M,W,26.1763,69.99,MRS.,JENNIFER,KING,60,M,F,30000.0,2,High School,Y,Skilled Manual,Southwest,United States,North America,1,1.6666666666666667,1.3333333333333333,-0.5
2017-06-17,6,2017,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,Yellow,S,U,41.5723,53.99,MRS.,JENNIFER,KING,60,M,F,30000.0,2,High School,Y,Skilled Manual,Southwest,United States,North America,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-17,6,2017,Road Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.4923,3.99,MR.,JOHN,MARTINEZ,42,M,M,40000.0,0,High School,Y,Skilled Manual,Southwest,United States,North America,2,1.3333333333333333,1.5,1.0
2017-06-17,6,2017,"Classic Vest, L",Vests,Clothing,Blue,L,U,23.749,63.5,MR.,JOHN,MARTINEZ,42,M,M,40000.0,0,High School,Y,Skilled Manual,Southwest,United States,North America,1,1.3333333333333333,1.5,-0.5
2017-06-17,6,2017,HL Road Tire,Tires and Tubes,Accessories,Black,0,0,12.1924,32.6,MR.,JOHN,MARTINEZ,42,M,M,40000.0,0,High School,Y,Skilled Manual,Southwest,United States,North America,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-17,6,2017,LL Road Tire,Tires and Tubes,Accessories,Black,0,0,8.0373,21.49,MS.,DONNA,RAJE,43,S,F,80000.0,0,Bachelors,Y,Professional,Australia,Australia,Pacific,2,1.3333333333333333,1.3333333333333333,1.0
2017-06-17,6,2017,Road Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.3623,8.99,MR.,IAN,ALEXANDER,58,S,M,40000.0,2,Partial College,Y,Clerical,Southwest,United States,North America,2,1.6666666666666667,1.5,0.0
2017-06-17,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MR.,IAN,ALEXANDER,58,S,M,40000.0,2,Partial College,Y,Clerical,Southwest,United States,North America,2,2.0,1.6666666666666667,0.0
2017-06-17,6,2017,"Touring-2000 Blue, 50",Touring Bikes,Bikes,Blue,50,U,755.1508,1214.85,MR.,JAMES,JACKSON,47,M,M,40000.0,1,Bachelors,Y,Skilled Manual,Southwest,United States,North America,1,1.6666666666666667,1.5,-0.5
2017-06-17,6,2017,Mountain Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.7363,9.99,MR.,IAN,SIMMONS,46,S,M,60000.0,1,Graduate Degree,Y,Skilled Manual,Northwest,United States,North America,2,1.6666666666666667,1.6666666666666667,1.0
2017-06-17,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MR.,ERICK,PEREZ,69,S,M,30000.0,4,High School,N,Professional,Southwest,United States,North America,2,1.6666666666666667,1.8333333333333333,0.0
2017-06-17,6,2017,"Women's Mountain Shorts, S",Shorts,Clothing,Black,S,W,26.1763,69.99,MR.,IAN,YOUNG,55,M,M,110000.0,1,Bachelors,Y,Management,Southwest,United States,North America,1,1.6666666666666667,1.6666666666666667,-0.5
2017-06-17,6,2017,LL Mountain Tire,Tires and Tubes,Accessories,Black,0,0,9.3463,24.99,MR.,ERICK,PEREZ,69,S,M,30000.0,4,High School,N,Professional,Southwest,United States,North America,2,1.6666666666666667,1.6666666666666667,1.0
2017-06-17,6,2017,Road Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.4923,3.99,MRS.,GABRIELLA,GONZALEZ,45,M,F,50000.0,1,Graduate Degree,Y,Skilled Manual,Canada,Canada,North America,2,1.6666666666666667,1.6666666666666667,0.0
2017-06-17,6,2017,"Classic Vest, L",Vests,Clothing,Blue,L,U,23.749,63.5,MRS.,GABRIELLA,GONZALEZ,45,M,F,50000.0,1,Graduate Degree,Y,Skilled Manual,Canada,Canada,North America,1,1.6666666666666667,1.6666666666666667,-0.5
2017-06-17,6,2017,HL Road Tire,Tires and Tubes,Accessories,Black,0,0,12.1924,32.6,MRS.,GABRIELLA,GONZALEZ,45,M,F,50000.0,1,Graduate Degree,Y,Skilled Manual,Canada,Canada,North America,1,1.3333333333333333,1.5,0.0
2017-06-17,6,2017,Mountain Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.7363,9.99,MRS.,GABRIELLE,PATTERSON,61,M,F,70000.0,3,Partial College,N,Professional,Northwest,United States,North America,2,1.3333333333333333,1.5,1.0
2017-06-17,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MRS.,GABRIELLE,PATTERSON,61,M,F,70000.0,3,Partial College,N,Professional,Northwest,United States,North America,2,1.6666666666666667,1.6666666666666667,0.0
2017-06-17,6,2017,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,Silver,42,U,1117.8559,2071.4196,MRS.,GABRIELLE,PATTERSON,61,M,F,70000.0,3,Partial College,N,Professional,Northwest,United States,North America,1,1.6666666666666667,1.5,-0.5
2017-06-17,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MRS.,GABRIELLE,PATTERSON,61,M,F,70000.0,3,Partial College,N,Professional,Northwest,United States,North America,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-17,6,2017,HL Mountain Tire,Tires and Tubes,Accessories,Black,0,0,13.09,35.0,MRS.,GABRIELLE,PATTERSON,61,M,F,70000.0,3,Partial College,N,Professional,Northwest,United States,North America,1,1.0,1.3333333333333333,0.0
2017-06-17,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MR.,GEOFFREY,PATEL,43,S,M,60000.0,0,Partial College,N,Professional,Northwest,United States,North America,1,1.0,1.3333333333333333,0.0
2017-06-17,6,2017,Fender Set - Mountain,Fenders,Accessories,Black,0,0,8.2205,21.98,MRS.,GABRIELLE,PATTERSON,61,M,F,70000.0,3,Partial College,N,Professional,Northwest,United States,North America,2,1.3333333333333333,1.3333333333333333,1.0
2017-06-17,6,2017,Road Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.3623,8.99,MRS.,HANNAH,LEWIS,66,M,F,20000.0,2,Partial High School,Y,Clerical,Australia,Australia,Pacific,3,2.0,1.5,0.5
2017-06-17,6,2017,"Road-750 Black, 48",Road Bikes,Bikes,Black,48,U,343.6496,539.99,MR.,GEOFFREY,PATEL,43,S,M,60000.0,0,Partial College,N,Professional,Northwest,United States,North America,1,2.0,1.5,-0.6666666666666667
2017-06-17,6,2017,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,U,9.7136,23.5481,MRS.,GRACE,PERRY,55,M,F,90000.0,5,Partial College,Y,Professional,Northwest,United States,North America,2,2.0,1.6666666666666667,1.0
2017-06-17,6,2017,Touring Tire,Tires and Tubes,Accessories,Black,0,0,10.8423,28.99,MRS.,GRACE,PERRY,55,M,F,90000.0,5,Partial College,Y,Professional,Northwest,United States,North America,2,1.6666666666666667,1.8333333333333333,0.0
2017-06-17,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MRS.,GRACE,PERRY,55,M,F,90000.0,5,Partial College,Y,Professional,Northwest,United States,North America,1,1.6666666666666667,1.8333333333333333,-0.5
2017-06-17,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MR.,IAN,SIMMONS,46,S,M,60000.0,1,Graduate Degree,Y,Skilled Manual,Northwest,United States,North America,2,1.6666666666666667,1.8333333333333333,1.0
2017-06-17,6,2017,Touring Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MRS.,GRACE,PERRY,55,M,F,90000.0,5,Partial College,Y,Professional,Northwest,United States,North America,1,1.3333333333333333,1.5,-0.5
2017-06-17,6,2017,"Sport-100 Helmet, Black",Helmets,Accessories,Black,0,0,12.0278,33.6442,MR.,IAN,HOWARD,63,S,M,70000.0,2,Partial High School,N,Skilled Manual,Southwest,United States,North America,1,1.3333333333333333,1.5,0.0
2017-06-17,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MRS.,HANNAH,LEWIS,66,M,F,20000.0,2,Partial High School,Y,Clerical,Australia,Australia,Pacific,1,1.0,1.3333333333333333,0.0
2017-06-17,6,2017,"Road-750 Black, 52",Road Bikes,Bikes,Black,52,U,343.6496,539.99,MRS.,HANNAH,LEWIS,66,M,F,20000.0,2,Partial High School,Y,Clerical,Australia,Australia,Pacific,1,1.0,1.1666666666666667,0.0
2017-06-17,6,2017,Touring Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MR.,IAN,HOWARD,63,S,M,70000.0,2,Partial High School,N,Skilled Manual,Southwest,United States,North America,2,1.3333333333333333,1.3333333333333333,1.0
2017-06-17,6,2017,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,Multi,M,U,31.7244,48.0673,MR.,GEOFFREY,PATEL,43,S,M,60000.0,0,Partial College,N,Professional,Northwest,United States,North America,1,1.3333333333333333,1.1666666666666667,-0.5
2017-06-18,6,2017,"Mountain-500 Black, 52",Mountain Bikes,Bikes,Black,52,U,294.5797,539.99,MR.,MADALENA,SANCHEZ,72,M,M,10000.0,2,Partial High School,Y,Clerical,Australia,Australia,Pacific,1,1.3333333333333333,1.1666666666666667,0.0
2017-06-18,6,2017,ML Mountain Tire,Tires and Tubes,Accessories,Black,0,0,11.2163,29.99,MRS.,MACKENZIE,ROBERTS,60,S,F,150000.0,2,High School,N,Professional,United Kingdom,United Kingdom,Europe,2,1.3333333333333333,1.3333333333333333,1.0
2017-06-18,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MRS.,MACKENZIE,ROBERTS,60,S,F,150000.0,2,High School,N,Professional,United Kingdom,United Kingdom,Europe,2,1.6666666666666667,1.5,0.0
2017-06-18,6,2017,HL Mountain Tire,Tires and Tubes,Accessories,Black,0,0,13.09,35.0,MR.,MARCUS,RUSSELL,75,M,M,70000.0,5,Bachelors,Y,Management,Northwest,United States,North America,1,1.6666666666666667,1.5,-0.5
2017-06-18,6,2017,Touring Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MR.,LUCAS,DIAZ,47,M,M,40000.0,2,Partial College,Y,Clerical,Germany,Germany,Europe,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-18,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MR.,LUCAS,DIAZ,47,M,M,40000.0,2,Partial College,Y,Clerical,Germany,Germany,Europe,2,1.3333333333333333,1.5,1.0
2017-06-18,6,2017,Bike Wash - Dissolver,Cleaners,Accessories,Multi,0,0,2.9733,7.95,MRS.,MACKENZIE,ROBERTS,60,S,F,150000.0,2,High School,N,Professional,United Kingdom,United Kingdom,Europe,2,1.6666666666666667,1.6666666666666667,0.0
2017-06-18,6,2017,Fender Set - Mountain,Fenders,Accessories,Black,0,0,8.2205,21.98,MRS.,MADISON,JOHNSON,54,S,F,60000.0,4,Bachelors,N,Professional,Canada,Canada,North America,2,2.0,1.6666666666666667,0.0
2017-06-18,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MR.,MARCUS,RUSSELL,75,M,M,70000.0,5,Bachelors,Y,Management,Northwest,United States,North America,2,2.0,1.6666666666666667,0.0
2017-06-18,6,2017,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,Silver,46,W,419.7784,769.49,MRS.,MADISON,JOHNSON,54,S,F,60000.0,4,Bachelors,N,Professional,Canada,Canada,North America,1,1.6666666666666667,1.6666666666666667,-0.5
2017-06-18,6,2017,Road Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.4923,3.99,MR.,MARCUS,CLARK,66,S,M,150000.0,4,Bachelors,N,Management,United Kingdom,United Kingdom,Europe,2,1.6666666666666667,1.8333333333333333,1.0
2017-06-18,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MR.,MARCUS,CLARK,66,S,M,150000.0,4,Bachelors,N,Management,United Kingdom,United Kingdom,Europe,1,1.3333333333333333,1.6666666666666667,-0.5
2017-06-18,6,2017,Bike Wash - Dissolver,Cleaners,Accessories,Multi,0,0,2.9733,7.95,MR.,MARCUS,RUSSELL,75,M,M,70000.0,5,Bachelors,Y,Management,Northwest,United States,North America,2,1.6666666666666667,1.6666666666666667,1.0
2017-06-18,6,2017,"Road-750 Black, 44",Road Bikes,Bikes,Black,44,U,343.6496,539.99,MS.,KRYSTAL,YE,39,M,F,20000.0,0,Bachelors,Y,Clerical,Australia,Australia,Pacific,1,1.3333333333333333,1.5,-0.5
2017-06-18,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MR.,MARCUS,RUSSELL,75,M,M,70000.0,5,Bachelors,Y,Management,Northwest,United States,North America,2,1.6666666666666667,1.5,1.0
2017-06-18,6,2017,"Mountain-200 Black, 38",Mountain Bikes,Bikes,Black,38,U,1105.81,2049.0982,MR.,MARCUS,RUSSELL,75,M,M,70000.0,5,Bachelors,Y,Management,Northwest,United States,North America,1,1.3333333333333333,1.5,-0.5
2017-06-18,6,2017,Hydration Pack - 70 oz.,Hydration Packs,Accessories,Silver,70,0,20.5663,54.99,MRS.,MADISON,JOHNSON,54,S,F,60000.0,4,Bachelors,N,Professional,Canada,Canada,North America,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-18,6,2017,Fender Set - Mountain,Fenders,Accessories,Black,0,0,8.2205,21.98,MRS.,KRISTI,GARCIA,52,S,F,80000.0,3,Bachelors,Y,Skilled Manual,Southwest,United States,North America,1,1.0,1.3333333333333333,0.0
2017-06-18,6,2017,Bike Wash - Dissolver,Cleaners,Accessories,Multi,0,0,2.9733,7.95,MRS.,JORDYN,SIMMONS,63,S,F,80000.0,2,Partial College,N,Skilled Manual,Australia,Australia,Pacific,2,1.3333333333333333,1.3333333333333333,1.0
